20082553.130690124,-19.096171699385224,25637083.440317687,-22.24202211856013,19289469.194903784,-14.063051866669834,25529223.17767379,192.38514107880465,22584494.733621646,3.5801286505390606,0.11619965465536307
23072595.752608076,-20.28302099185394,32064561.89107285,-26.15119743131321,20325635.927394725,-14.31095551580003,26197231.561912175,155.2480958110801,24213028.71105548,3.1479875609725836,0.08938077825757058
17271722.67308909,-17.353668384656594,27997176.37555508,-23.568182634620893,20398684.470693734,-14.260025803549286,23741357.663463715,196.7730254490619,24103483.16418881,3.018066355940202,0.08556913587638829
18047629.99994319,-18.062977398883156,35054386.35752335,-21.165224478557462,17083088.574018896,-10.914299231362115,27137434.757671915,169.1374578481667,22122239.73685535,2.53319970774751,0.12260735502410933
23573502.280469872,-18.42441987245485,34284897.75461111,-26.559541704052045,16550214.272767212,-12.681085569979766,24664544.511555612,164.66162848267354,30808208.03255411,3.1873197934892508,0.12384744821567563
19859290.586279538,-19.893740327308976,26147561.882443126,-18.415097675673717,17751131.727984346,-10.624762101876264,19737415.741067953,167.86394033425827,27796886.75516617,3.3953275036443564,0.08524051384877936
21746601.112318397,-17.753999265386472,26360849.53744605,-25.897562523721167,19941694.31403521,-11.50566200822491,21252071.020307414,201.84007566350888,26516661.36115482,2.8305840925206116,0.09689480366848033
22284938.807710867,-17.179447655666593,34335976.96573142,-22.448334013104375,19593277.914652184,-10.00159636984833,25722861.879716918,147.59326432552044,21463814.999278344,2.5264951817992007,0.08592024107204012
20799729.402726505,-21.041752434551082,28847531.634821676,-26.864220916622205,14521331.666896343,-14.34053064353401,25959498.661472075,206.3740311276597,29152300.315730996,2.6416405382632386,0.1184155273786489
21000000.0,-20,30000000.0,-23,18000000.0,-12,24000000.0,184,26000000.0,3,0.105
