approxChargeData,finePhaseData,approxChargeFit,approxChargeStd,fineBPMFit,approxPhaseData,approxPhaseFit,fineBPMStd,fineBPMData,finePhaseFit
"[23.102971249463469, 2.2143348506778162, 1.8278902960946037, 1.7026809276828374, 2.4686229721425743, 2.7592492028380016, 1.788462831475039, 2.1799039921670009, 2.3922293229471667, 2.0824361875147059, 2.0232101668862539, 1.55105575432895, 2.0477178561432976, 1.8638374602410572, 1.9862083203348717, 2.1798625833501935, 2.474763686858199, 2.0370175155678854, 2.0768902879621338, 2.2984286171097192, 2.0656619449258731, 2.0473485259217341, 1.9589542082963787, 2.0365917782775527, 2.0259994610722347, 2.1605672149411355, 1.8801202046360672, 1.8121693752706036, 1.973977071809925, 1.5529500342670512, 1.8064207221036561, 2.1968618875861963, 2.0678464329374751, 8.9312187881518952, 14.591572893341416, 16.438477125631479, 30.123217929776832, 56.273111171639698, 77.222584141416576, 83.670528235531933, 82.306813329556121, 83.506030075883587, 83.865290079862078, 80.9073761816516, 79.070742640457127, 76.671122189678954, 72.686860765236062, 69.879115997677388, 65.227626150563765, 60.557645154888519, 54.10289536228607, 49.29486866290349, 45.722037586243779, 38.737822922496768, 32.370044805719679, 26.525581864260342, 22.506862802914664, 12.886616202682943, 4.7836085873819414, 1.9753280049166682, 2.2021374537622536, 2.2543598044745252, 2.3001975282702074, 1.9233292251209202, 1.8097843165866621, 2.314234468324035, 1.7319030969641507, 2.1225000244314081, 2.4499138307846251, 1.909290760889462, 1.6943234039287827, 1.9049961290238373]","[27.105425879255208, 29.210697068152808, 31.31596825705043, 33.42123944594806, 35.52651063484571, 37.63178182374332, 39.73705301264093, 41.84232420153852, 43.947595390436156, 46.05149327784072, 48.15676446673831, 50.26203565563595, 52.367306844533545, 54.472578033431176, 56.57784922232881, 58.68312041122638, 60.78839160012404, 62.89366278902164, 64.99959405535839]","[ 30.12321793  56.27311117  77.22258414  83.67052824  82.30681333
  83.50603008  83.86529008  80.90737618  79.07074264  76.67112219
  72.68686077  69.879116    65.22762615  60.55764515  54.10289536
  49.29486866  45.72203759  38.73782292  32.37004481]","[29.66158606542793, 0.5939158033000389, 0.13723924140220814, 0.34665958979769207, 0.31419000236828593, 1.3828452722050255, 0.35280077990849634, 0.10779337112064448, 0.83688150715385512, 0.21027567254124718, 0.392360569620743, 0.2160050678673246, 0.47557177988889193, 0.16644005086976102, 0.58986795228699795, 0.30617473728355665, 0.88620203321271762, 0.57278401499607001, 0.1758183588355485, 0.085227588755323713, 0.16700174164567613, 0.4481146411121843, 0.13239934110186785, 0.77372472913310786, 0.20994914699854214, 0.81973686567750625, 0.2288149669608166, 0.069495682378365189, 0.24524445536128731, 0.22314948323244527, 0.16475414215172687, 0.4922344969703823, 0.32237484267437561, 4.7823751902624041, 1.0690713079303598, 4.2915774623081839, 12.336322271504411, 13.148784304252118, 3.729580675140987, 0.93488602806443299, 1.3995151590562906, 0.27503228057743745, 2.7605438804722544, 1.3979154623032577, 0.8028435083640969, 2.1499706808564696, 1.0776923111047703, 2.2739760386084495, 3.3033464697661019, 2.9316093855114911, 1.9883542746726621, 1.8703230929515153, 2.2961787599193735, 1.6855426406475644, 3.8647963241301846, 1.6232003217983266, 2.5561710257279393, 4.0779750725374067, 4.5506513033292251, 0.31600425517940051, 0.3498093843119302, 0.2378120916529681, 0.36446662956595166, 0.64448481064590468, 0.30506217369201499, 0.17716886800063014, 0.22017010369500831, 0.71336792288317075, 0.49800665776856334, 0.40542963141680322, 0.1408727095943183, 0.13334314855828233]","[  9.39672348   9.71851095  10.00196089  10.24844256  10.45931125
  10.63590812  10.77956001  10.89157926  10.97326353  11.02589561
  11.05074326  11.04905901  11.02207998  10.9710277   10.89710794
  10.80151052  10.68540911  10.54996108  10.39630731  10.225572
  10.03886248   9.83726905   9.62186481   9.39370542   9.15382898
   8.90325582   8.64298833   8.37401076   8.09728906   7.81377069
   7.52438443   7.23004022   6.93162896   6.63002233   6.32607261
   6.02061251   5.71445498   5.40839303   5.10319952   4.79962705
   4.49840771   4.20025291   3.90585324   3.61587823   3.33097624
   3.05177419   2.77887746   2.51286967   2.25431247   2.00374544
   1.76168583   1.52862841   1.3050453    1.09138578   0.88807607
   0.69551923   0.5140949    0.34415916   0.18604434   0.04005883
  -0.09351307  -0.21441139  -0.32240062  -0.41726989  -0.4988332
  -0.56692955  -0.62142316  -0.66220362  -0.68918608  -0.70231145
  -0.70154656  -0.68688436  -0.65834407  -0.61597141  -0.55983872
  -0.49004521  -0.40671707  -0.31000773  -0.20009795  -0.0771961
   0.05846175   0.20661158   0.36696127   0.53919043   0.72295018
   0.91786301   1.12352257   1.33949349   1.56531123   1.80048185
   2.04448188   2.29675808   2.55672733   2.82377638   3.0972617
   3.37650933   3.66081462   3.94944212   4.24162537   4.53656673]","[-180, -175, -170, -165, -160, -155, -150, -145, -140, -135, -130, -125, -120, -115, -110, -105, -100, -95, -90, -85, -80, -75, -70, -65, -60, -55, -50, -45, -40, -35, -30, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100, 105, 110, 115, 120, 125, 130, 135, 140, 145, 150, 155, 160, 165, 170, 175]",[ 0  5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90],"[0.0094834797697643889, 0.065708695835215977, 0.040793160897152944, 0.038755790901902301, 0.065783432751619145, 0.12665398647059078, 0.084947935768532851, 0.1426065479466192, 0.17185730818626155, 0.14737077746940619, 0.28840762028449535, 0.29954616571600506, 0.12359533484366575, 0.15334263008168852, 0.2752597643042855, 0.18231541049043165, 0.21749122335296747, 0.17983343045202782, 0.21584830087634985]","[-13.716277301729146, 11.596354374004422, 10.976214847039003, 10.399786610864671, 9.578115487906663, 8.0258606719353729, 6.227569819619756, 5.0495654880666923, 3.6748961927424153, 1.8449950932410755, 0.48575212854131139, 0.017372496574339775, -0.70685370262380964, -0.68168158286010649, -0.41107669570057387, 0.56831927650572589, 1.5951798159192729, 2.9761855850162955, 4.5164733524456446]","[ 27.10542588  27.48819525  27.87096463  28.25373401  28.63650338
  29.01927276  29.40204213  29.78481151  30.16758088  30.55035026
  30.93311963  31.31588901  31.69865839  32.08142776  32.46419714
  32.84696651  33.22973589  33.61250526  33.99527464  34.37804401
  34.76081339  35.14358277  35.52635214  35.90912152  36.29189089
  36.67466027  37.05742964  37.44019902  37.82296839  38.20573777
  38.58850714  38.97127652  39.3540459   39.73681527  40.11958465
  40.50235402  40.8851234   41.26789277  41.65066215  42.03343152
  42.4162009   42.79897028  43.18173965  43.56450903  43.9472784
  44.33004778  44.71281715  45.09558653  45.4783559   45.86112528
  46.24389466  46.62666403  47.00943341  47.39220278  47.77497216
  48.15774153  48.54051091  48.92328028  49.30604966  49.68881903
  50.07158841  50.45435779  50.83712716  51.21989654  51.60266591
  51.98543529  52.36820466  52.75097404  53.13374341  53.51651279
  53.89928217  54.28205154  54.66482092  55.04759029  55.43035967
  55.81312904  56.19589842  56.57866779  56.96143717  57.34420655
  57.72697592  58.1097453   58.49251467  58.87528405  59.25805342
  59.6408228   60.02359217  60.40636155  60.78913092  61.1719003
  61.55466968  61.93743905  62.32020843  62.7029778   63.08574718
  63.46851655  63.85128593  64.2340553   64.61682468  64.99959406]"
